DOT,Legal_Name,Business_State,business_county,County ,ISS,Years_In_Business,Number Of Trucks ,Yearly Premium
1893939,CORDERO INVESTMENT & HOLDINGS CORP,FL,MIAMI-DADE,High Risk,,13,1,15500
1894536,K TRANSPORT LLC,FL,FLAGLER,Normal,,13,1,13000
1895563,E&Y TRUCKING SERVICE LLC,FL,HILLSBOROUGH,Normal,,13,1,13000
1899837,KEY & JAY DELIVERIES INC,FL,BROWARD,Normal,,13,1,13000
1900281,MVR ENTERPRISES INC,FL,MIAMI-DADE,High Risk,,13,1,15500
1902452,CAVALIER CARGO GROUP INC,VA,HENRICO,Normal,,13,1,13000
1916158,JPS LOGISTICS LLC,FL,SARASOTA,Normal,,12,1,13000
1916243,DANIEL MACIAS,FL,MIAMI-DADE,High Risk,,12,1,15500
1916372,CLOOK LOGISTICS INC,FL,MIAMI-DADE,High Risk,,12,1,15500
1916480,CUCHENS ENTERPRISES LLC,FL,WALTON,Normal,,12,1,13000
1920491,CHINOLS ENTERPRISES LLC,FL,SAINT LUCIE,Normal,,12,1,13000
1927793,SUNSHINE DELIVERY SYSTEMS & MOVING,FL,COLLIER,Normal,,12,1,13000
1928670,EXPRESS LANE TRUCKING CORP,FL,POLK,Normal,,12,1,13000
1940749,KING HIGHWAY LLC,FL,OSCEOLA,Normal,,12,1,13000
1946296,GEMSTAR TRANSPORT LLC,FL,LAKE,Normal,,12,1,13000
1946627,MELANITAS TRANSPORT INC,FL,HENDRY,Normal,,12,1,13000
1950871,LARRY D RUTTER,FL,POLK,Normal,,12,1,13000
1954212,CHANG BROTHERS ENTERPRISE LLC,FL,BROWARD,Normal,,12,1,13000
1954485,NORTH BEACH AUTO TRANSPORT INC,FL,SAINT JOHNS,Normal,,12,1,13000
1959011,DB EXPRESS TRANSPORTATION CORP,FL,DUVAL,Normal,,12,1,13000
1960213,YVES LOGISTICS OF FLORIDA CORP,FL,MIAMI-DADE,High Risk,,12,1,15500
1962988,NOSNEL TRUCKING INC,FL,MIAMI-DADE,High Risk,,12,1,15500
1967886,T & Y EXPRESS INC,FL,SAINT LUCIE,Normal,,12,1,13000
1970623,RICHARD KEITH PENDLETON,FL,SEMINOLE,Normal,,12,1,13000
1979525,EJ TRANSPORT INC,FL,DUVAL,Normal,,12,1,13000
1986562,J AND K TRANSIT LLC,FL,DUVAL,Normal,,12,1,13000
2001749,D T VICK ENTERPRISE INC,FL,SAINT LUCIE,Normal,,12,1,13000
2008510,OSE AUTO TRANSPORT INC,FL,POLK,Normal,,12,1,13000
2010198,ALEJANDRO C ROMAN,FL,GADSDEN,Normal,,12,1,13000
2017637,B Q TRANSPORT INC,TX,,Normal,,12,1,13000
2020568,WEST ORANGE EQUIPMENT SERVICES 2 INC,FL,ORANGE,Normal,,12,1,13000
2026480,DIKAI TRANSPORTATION INC,FL,LAKE,Normal,,12,1,13000
2041207,J SHAW LLC,FL,HILLSBOROUGH,Normal,,12,1,13000
2045060,L & J TAMPA TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,12,1,13000
2045707,JUNE TRANSPORT INC,FL,MIAMI-DADE,High Risk,,12,1,15500
2048358,JJCS TRANSPORT INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2048801,SUNDOWN TRUCKING LLC,FL,HIGHLANDS,Normal,,11,1,13000
2049188,DAMES POINT LOGISTICS LLC,FL,DUVAL,Normal,,11,1,13000
2053490,VIVA TRANSPORT INC,FL,SEMINOLE,Normal,,11,1,13000
2054413,STISA TRANSPORT INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2055207,HAFEEZUL ALI,FL,LAKE,Normal,,11,1,13000
2055207,HAFEEZUL ALI,FL,LAKE,Normal,,11,1,13000
2059434,LEVELL ENTERPRISES INC,FL,BROWARD,Normal,,11,1,13000
2061644,LYD LOGISTICS INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2065690,YAZZY TRUCKING COMPANY INC,FL,OSCEOLA,Normal,,11,1,13000
2067670,ALEXS DISTINCTIVE TILE INC,WA,SNOHOMISH,Normal,,11,1,13000
2074319,JB CARGO INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2083433,ACA TRUCKING LLC,FL,MIAMI-DADE,High Risk,,11,1,15500
2085535,ADYAMI EXPRESS INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2092538,DOBSON TRANSPORT INC,FL,PALM BEACH,Normal,,11,1,13000
2093518,ELYSHE EXPRESS INC,FL,ORANGE,Normal,,11,1,13000
2103428,SCORPION FREIGHT LINES INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2103725,WIZARD TRANSPORT CORP,FL,LEE,Normal,,11,1,13000
2105416,BENFORD TRUCKING LLC,FL,PALM BEACH,Normal,,11,1,13000
2106161,PL &J TRANSPORT INC,FL,MIAMI-DADE,High Risk,,11,1,15500
2107339,DGH TRUCKING INC,FL,OSCEOLA,Normal,,11,1,13000
2109434,R E T INC,FL,BROWARD,Normal,,11,1,13000
2115555,CELESTEE EXPRESS INC,FL,ORANGE,Normal,,11,1,13000
2121523,9 EXPEDITED LLC,FL,PINELLAS,Normal,,11,1,13000
2135909,LOPEZ TRANSPORTATION INC,FL,HILLSBOROUGH,Normal,,11,1,13000
2136587,PREMIER MEETINGS & EVENTS INC,FL,ORANGE,Normal,,11,1,13000
2143059,TROPICAL TRANSPORT INC,FL,BROWARD,Normal,,11,1,13000
2144049,ROXBO TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,11,1,15500
2150121,DRIVER ALLIANCE TRUCKING LLC,FL,DUVAL,Normal,,11,1,13000
2157243,JND TRANSPORT EXPRESS INC,FL,HILLSBOROUGH,Normal,,11,1,13000
2157338,FIRST NATIONAL TRANSPORT INC,FL,HILLSBOROUGH,Normal,,11,1,13000
2158694,HIGHWAY MASTERS TRANSPORT INC,FL,BROWARD,Normal,,11,1,13000
2160484,DIAZ TRANSPORT ENTERPRISE INC,FL,DUVAL,Normal,,11,1,13000
2163657,AFAN EXPRESS INC,FL,PALM BEACH,Normal,,11,1,13000
2164144,AA DAVIS TRANSPORTATION LLC,FL,DUVAL,Normal,,11,1,13000
2165173,DARREN WILLIAMS,FL,HILLSBOROUGH,Normal,,11,1,13000
2165190,BEST USA AUTO TRANSPORT INC,FL,HAMILTON,Normal,,11,1,13000
2166550,B M I,FL,BROWARD,Normal,,10,1,13000
2167088,FRZ TRANSPORT INC,FL,OSCEOLA,Normal,,10,1,13000
2168316,COCHABELLA SERVICES INC,FL,BROWARD,Normal,,10,1,13000
2168613,AVELINO SERVICES INC,FL,HILLSBOROUGH,Normal,,10,1,13000
2168753,R&A EXPRESS TRUCKING SERVICES INC,FL,MIAMI-DADE,High Risk,,10,1,15500
2169025,STUCKY TRUCKING & ENTERPRISES LLC,FL,CLAY,Normal,,10,1,13000
2171810,ZERO LIMITS LOGISTICS GROUP INC,FL,MIAMI-DADE,High Risk,,10,1,15500
2175338,V AND T TRANSPORTATION LLC,FL,DUVAL,Normal,,10,1,13000
2180054,JSG TRANSPORT INC,FL,ORANGE,Normal,,10,1,13000
2188761,G & G CARRIERS LLC,FL,MIAMI-DADE,High Risk,,10,1,15500
2189912,ALPHA TRANSPORT SERVICER CORP,FL,PALM BEACH,Normal,,10,1,13000
2203817,DOG ROAD AUTO CARRIER INC,FL,MIAMI-DADE,High Risk,,10,1,15500
2204041,TORTOLERO ENTERPRISES INC,FL,OSCEOLA,Normal,,10,1,13000
2252330,HI LINE EXPRESS LLC,FL,HILLSBOROUGH,Normal,,10,1,13000
2253389,GMA TRANSPORT INC,FL,PINELLAS,Normal,,10,1,13000
2255500,SOUTHBOUND EXPRESS INC,FL,POLK,Normal,,10,1,13000
2265822,STATE TO STATE MOVERS LLC,FL,MIAMI-DADE,High Risk,,10,1,15500
2265822,STATE TO STATE MOVERS LLC,FL,MIAMI-DADE,High Risk,,10,1,15500
2266880,M-D TRUCKING INC,FL,DUVAL,Normal,,10,1,13000
2284742,JASON HAUL INC,FL,BROWARD,Normal,,10,1,13000
2288540,GLOBUL INTERNATIONAL LLC,FL,PINELLAS,Normal,,10,1,13000
2290441,ATDX LLC,FL,SARASOTA,Normal,,10,1,13000
2298347,ADAMS FREIGHT LLC,FL,OSCEOLA,Normal,,10,1,13000
2299308,ONE ALLIANCE TRANSPORT LLC,FL,PALM BEACH,Normal,,10,1,13000
2303580,CRUZ AND SONS EXPRESS CORP,FL,INDIAN RIVER,Normal,,10,1,13000
2304678,R L MACK TRUCKING LLC,FL,PINELLAS,Normal,,10,1,13000
2306349,CROSS BREED AUTO SPORT LLC,FL,VOLUSIA,Normal,,10,1,13000
2308302,DONALD BROWN,FL,DUVAL,Normal,,10,1,13000
2310296,WHITE EAGLE CARRIERS INC,FL,LEE,Normal,,10,1,13000
2311936,TGV EXPRESS LLC,FL,DUVAL,Normal,,10,1,13000
2313633,PRIME TRUCKING EXPRESS CORP,FL,LEE,Normal,,10,1,13000
2313718,CF EXPRESS SERVICES INC,FL,MIAMI-DADE,High Risk,,10,1,15500
2315327,SUNJET USA TRANSPORT LLC,FL,SEMINOLE,Normal,,10,1,13000
2315434,SOUTH MIAMI TRANSPORT EXPRESS INC,FL,MIAMI-DADE,High Risk,,10,1,15500
2320006,GULF COAST ADVANCED TRANSP,FL,SARASOTA,Normal,,9,1,13000
2322240,ASHLEY'S TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,9,1,15500
2323808,ALANIZ TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,9,1,15500
2334463,BELANGE TRANSPORT INC,FL,BROWARD,Normal,,9,1,13000
2337121,EZ TRANSPORT INC,FL,ORANGE,Normal,,9,1,13000
2338713,HARRIS N HARRIS TRUCKING LLC,FL,PASCO,Normal,,9,1,13000
2339401,N & D TRANSPORTATION CORP,FL,BROWARD,Normal,,9,1,13000
2339833,NESE TRANSPORT INC,FL,MIAMI-DADE,High Risk,,9,1,15500
2340595,DARSKI AUTOTRANS INC,FL,PASCO,Normal,,9,1,13000
2341316,RIGOS TRANSPORT LLC,AZ,MARICOPA,Normal,,9,1,13000
2357450,DAWNA STEWART,FL,POLK,Normal,,9,1,13000
2364017,M & Y USA TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,9,1,15500
2368536,LCK TRUCKING LLC,FL,DIXIE,Normal,,9,1,13000
2372731,MAILAY EXPRESS CORP,FL,SAINT LUCIE,Normal,,9,1,13000
2373270,BIG B RELOCATION INC,FL,BROWARD,Normal,,9,1,13000
2373270,BIG B RELOCATION INC,FL,BROWARD,Normal,,9,1,13000
2373874,AGC TRUCKING GROUP LLC,FL,CLAY,Normal,,9,1,13000
2373874,AGC TRUCKING GROUP LLC,FL,CLAY,Normal,,9,1,13000
2374613,ISADAS TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,9,1,15500
2375035,U S FREIGHT EXPRESS INC,FL,PALM BEACH,Normal,,9,1,13000
2385549,W N I TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,9,1,13000
2386762,R & D FREIGHT INC,FL,DUVAL,Normal,,9,1,13000
2394154,CLAUDE & ROCHELLE DELIVERY EXPRESS CORP,FL,BROWARD,Normal,,9,1,13000
2397980,RF FREIGHT CORP,FL,COLLIER,Normal,,9,1,13000
2415060,R O T TRUCKING LLC,FL,POLK,Normal,,9,1,13000
2415842,IGLESIAS GROUP CORP,FL,MIAMI-DADE,High Risk,,9,1,15500
2416839,SAVING SOLES LLC,FL,CLAY,Normal,,8,1,13000
2417827,DC TRANSPORTATION LLC,FL,COLLIER,Normal,,8,1,13000
2418164,FTG TRUCKING INC,FL,SAINT LUCIE,Normal,,8,1,13000
2419222,HAYA NURSERY INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2422096,S&M EURO EXPRESS LLC,FL,PALM BEACH,Normal,,8,1,13000
2425930,RAMON PEREYRA,FL,MIAMI-DADE,High Risk,,8,1,15500
2430819,NARANJO ENTERPRISES LLC,TX,ECTOR,Normal,,8,1,13000
2430819,NARANJO ENTERPRISES LLC,TX,ECTOR,Normal,,8,1,13000
2430853,TUJ TRANSPORT INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2431656,NITAN LOGISTICS LLC,FL,ORANGE,Normal,,8,1,13000
2432292,PLATINIUM TRANSPORTATION OF PSL INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2432300,T&J TRANSPORT LLC,FL,POLK,Normal,,8,1,13000
2432415,OLIVER LOGISTICS INC,FL,POLK,Normal,,8,1,13000
2433122,MARANTE AND FAMILY LLC,FL,HILLSBOROUGH,Normal,,8,1,13000
2433843,SMALLS' TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,8,1,13000
2433916,SOUTH FLORIDA TRANSPORT INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2437984,STEP OF FAITH TRANSPORT INC,FL,PALM BEACH,Normal,,8,1,13000
2438041,VENEGA TRUCKING LLC,FL,BREVARD,Normal,,8,1,13000
2444654,PACIFIC HAULING ENTERPRISE INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2447539,N M R TRUCK LINE INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2450144,COOMER TRUCKING LLC,FL,PINELLAS,Normal,,8,1,13000
2452098,L & D TRUCKING INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2453032,BEST BET HANDI SERVICES LLC,FL,CLAY,Normal,,8,1,13000
2456220,CONRAD VILABRERA LLC,FL,SAINT LUCIE,Normal,,8,1,13000
2456580,NINA FREIGHT LINES INC,FL,DUVAL,Normal,,8,1,13000
2467215,SOUTHERN M TRANSPORT INC,FL,DUVAL,Normal,,8,1,13000
2470168,BELGOR TRUCKING INC,FL,OSCEOLA,Normal,,8,1,13000
2476698,FABREGA TRANSPORT LLC,FL,POLK,Normal,,8,1,13000
2477506,SERBIO'S TRUCKING INC,FL,LEE,Normal,,8,1,13000
2484185,GOMEZ FAST TRANSPORT INC,FL,BROWARD,Normal,,8,1,13000
2486231,SAND DOLLAR LOGISTICS LLC,FL,LEE,Normal,,8,1,13000
2494769,LEONARDO & LEANDRO TRUCKING LLC,FL,HILLSBOROUGH,Normal,,8,1,13000
2498771,XPRESS ROAD TRANSPORT INC,FL,HERNANDO,Normal,,8,1,13000
2501551,JET CARRIERS INC,FL,OSCEOLA,Normal,,8,1,13000
2502236,BL TRANSPORTATION SERVICES LLC,FL,DUVAL,Normal,,8,1,13000
2503520,FIVE STARS TRANS LLC,FL,OSCEOLA,Normal,,8,1,13000
2505548,RED LION TRANSPORT INC,FL,HILLSBOROUGH,Normal,,8,1,13000
2506775,AP TRANSPORT SERVICES INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2507645,US EXPEDITED SERVICES INC,FL,PALM BEACH,Normal,,8,1,13000
2508939,MJ & KA TRUCKING LLC,FL,VOLUSIA,Normal,,8,1,13000
2512448,USA E&R ENTERPRISE INC,FL,MIAMI-DADE,High Risk,,8,1,15500
2513906,JSS SERVICES LLC,FL,SARASOTA,Normal,,8,1,13000
2514914,ZERO TRANSPORT INC,FL,SAINT LUCIE,Normal,,8,1,13000
2517213,X EXPRESS INC,FL,COLLIER,Normal,,8,1,13000
2521599,NU-LEVEL TRANSPORT LLC,FL,ORANGE,Normal,,7,1,13000
2522086,GDL TRANSPORT INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2522382,IROLO INVESTMENT LLC,FL,HILLSBOROUGH,Normal,,7,1,13000
2523766,BRIANA EXPRESS INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2524273,DENIS J INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2524800,TOP NOTCH CARGO INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2524893,DEEP CREEK TRANSIT LLC,FL,VOLUSIA,Normal,,7,1,13000
2525161,ANDREI YAKOVLEV,WA,SNOHOMISH,Normal,,7,1,13000
2528144,3 WHITE EAGLES INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2530484,GOULBOURNE ENTERPRISE INC,FL,SAINT LUCIE,Normal,,7,1,13000
2532028,1 FASTLANE TRUCKING USA INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2533437,V12 TRANS CORP,FL,BROWARD,Normal,,7,1,13000
2536390,PRIME TIME COOL TRANSPORT INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2537400,SUNSHINE TRUCKING EXPRESS INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2537479,FREIGHT SERVICE CORP,FL,MIAMI-DADE,High Risk,,7,1,15500
2541221,OTR HAULING INC,FL,POLK,Normal,,7,1,13000
2553767,RELIABLE FREIGHT AND TRANSPORT SERVICES INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2558950,HOOK & TOW IT LLC,FL,LEE,Normal,,7,1,13000
2559886,PAUL GAYLE,FL,BROWARD,Normal,,7,1,13000
2561967,O ROD TRUCKING INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2568552,CARRO ENTERPRISES LLC,FL,ORANGE,Normal,,7,1,13000
2569345,LOCK & LOAD TRUCKING LLC,FL,ORANGE,Normal,,7,1,13000
2569987,FRANK J COX TRUCKING INC,FL,DUVAL,Normal,,7,1,13000
2571541,W EDWARDS TRUCKING CO,FL,POLK,Normal,,7,1,13000
2572382,DPS TRUCKING INC,FL,PALM BEACH,Normal,,7,1,13000
2577138,LEA TRANSPORT LLC,FL,LEE,Normal,,7,1,13000
2584139,GEE B LLC,FL,BROWARD,Normal,,7,1,13000
2585541,MULTI TRANSPORT SERVICES LLC,FL,BROWARD,Normal,,7,1,13000
2585922,CHQ TRANSPORT CORPORATION,FL,LAKE,Normal,,7,1,13000
2587512,DREW EXPRESS DELIVERY CO LLC,FL,DUVAL,Normal,,7,1,13000
2589305,PRESTIGE DELIVERY SERVICE INC,FL,HILLSBOROUGH,Normal,,7,1,13000
2594740,US PACK PARTS LLC,FL,ORANGE,Normal,,7,1,13000
2596037,US PACK PARTS II LLC,FL,ORANGE,Normal,,7,1,13000
2596115,TRIPLE J FREIGHT LLC,FL,BROWARD,Normal,,7,1,13000
2608656,AV AUTO TRANSPORT INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2609398,GLEZ CARGO INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2626881,HI-WAY INC,FL,DUVAL,Normal,,7,1,13000
2628972,WILSON TRANSPORT LLC,FL,DUVAL,Normal,,7,1,13000
2632518,A MENDEZ TRANSPORTATIONS CORP,FL,MIAMI-DADE,High Risk,,7,1,15500
2632871,OMC DELIVERY SERVICE LLC,FL,BROWARD,Normal,,7,1,13000
2633869,J&S BUSINESS COMPANY LLC,FL,ORANGE,Normal,,7,1,13000
2634477,SUPER NOVA REFRIGERATED TRANSPORT INC,FL,ORANGE,Normal,,7,1,13000
2634869,ASAP TO YOU COURIER LLC,FL,DUVAL,Normal,,7,1,13000
2635268,SHAWN RAY MILLER,IN,DECATUR,Normal,,7,1,13000
2635291,WALT LYONS TRUCKING LLC,FL,POLK,Normal,,7,1,13000
2636608,MICHAEL E EYES,FL,LEVY,Normal,,7,1,13000
2637286,AMAN EXPRESS INC,FL,HILLSBOROUGH,Normal,,7,1,13000
2640662,THOMASTRANS INC,FL,BROWARD,Normal,,7,1,13000
2640697,ACOSTA TRUCKS II LLC,FL,POLK,Normal,,7,1,13000
2642606,JET TRANSPORTATION OF JAX INC,FL,DUVAL,Normal,,7,1,13000
2642801,AMMIE TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,7,1,15500
2643983,CARTER LIVESTOCK INC,FL,WASHINGTON,Normal,,7,1,13000
2655681,FOREVER AUTO TRANSPORT INC,FL,MIAMI-DADE,High Risk,,7,1,15500
2723308,JUSTYSSE TRUCKING INC,FL,BROWARD,Normal,,7,1,13000
2723488,MJA UNIT TRANSPORT LLC,FL,LEE,Normal,,7,1,13000
2724104,BRACEWOOD LLC,FL,HILLSBOROUGH,Normal,,7,1,13000
2724337,D-DAY LOGISTICS,FL,SARASOTA,Normal,,7,1,13000
2724348,A & C TRUCKING SERVICES 4 U LLC,FL,ORANGE,Normal,,7,1,13000
2725883,XAVIER2 TRANSPORT LLC,FL,PALM BEACH,Normal,,6,1,13000
2726527,TWIN EXPRESS LINE CORP,FL,MIAMI-DADE,High Risk,,6,1,15500
2779003,JEROME SLYKE,FL,MARION,Normal,,6,1,13000
2779377,SOUTH BLUE LINE INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2780083,MARK A GAINES,FL,DUVAL,Normal,,6,1,13000
2782005,TKA LOGISTICS LLC,FL,LAKE,Normal,,6,1,13000
2783243,UNIVERSAL ROADWAY TRUCKING INC,FL,DUVAL,Normal,,6,1,13000
2783270,RALPH BROWN,FL,VOLUSIA,Normal,,6,1,13000
2783402,D AND N DAYS AND NIGHTS TRUCKING LLC,FL,LEE,Normal,,6,1,13000
2783928,JPS TRANSPORT LLC,FL,DUVAL,Normal,,6,1,13000
2786175,ROCKEM SOCKEM TRANSPORT SERVICES LLC,FL,BROWARD,Normal,,6,1,13000
2786326,S T S EXPRESS INC,FL,SAINT LUCIE,Normal,,6,1,13000
2787980,ACOSTAS TRUCKING CORP,FL,MIAMI-DADE,High Risk,,6,1,15500
2789075,LOADS TRANSPORT INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2789400,TRUCK MAIKEL GONZALEZ INC,FL,POLK,Normal,,6,1,13000
2789903,L B EXPRESS LLC,FL,MANATEE,Normal,,6,1,13000
2790486,AL & AL CARRIERS LLC,FL,PALM BEACH,Normal,,6,1,13000
2793977,EMP CARGO INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2794362,C A TRANSPORT LOGISTIC INC,FL,ORANGE,Normal,,6,1,13000
2796808,TIME MACHINE LOGISTICS CORPORATION,FL,SUWANNEE,Normal,,6,1,13000
2801095,E & E TRANS INC,FL,LEE,Normal,,6,1,13000
2802262,F & G TRANSPORTATION LLC,FL,POLK,Normal,,6,1,13000
2820565,FERNANDEZ XPRESS DELIVERY CORP,FL,MIAMI-DADE,High Risk,,6,1,15500
2825376,JACK D SHUGURS LLC,FL,SAINT JOHNS,Normal,,6,1,13000
2826044,ARU TRUCKING LLC,FL,BROWARD,Normal,,6,1,13000
2826377,MASTER TRUCKING USA CORP,FL,MIAMI-DADE,High Risk,,6,1,15500
2829275,CABO USA INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2836890,CORWAY INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2836932,MYP TRANSPORT INC,FL,PALM BEACH,Normal,,6,1,13000
2844719,KLK TRANSPORT SOLUTIONS LLC,FL,MIAMI-DADE,High Risk,,6,1,15500
2855405,RICHARDS EXPRESS TRUCKING INC,FL,BROWARD,Normal,,6,1,13000
2855842,DLA LOGISTICS LLC,FL,MARION,Normal,,6,1,13000
2855863,DYPF TRUCKING LLC,FL,MIAMI-DADE,High Risk,,6,1,15500
2859348,JOY LOGISTICS GROUP LLC,FL,BROWARD,Normal,,6,1,13000
2860760,TORRES EMPIRE TRANSPORTATION CORP,FL,BROWARD,Normal,,6,1,13000
2862049,KMO TRUCKING LLC,FL,ORANGE,Normal,,6,1,13000
2868130,DAD LOGISTICS CORP,FL,PALM BEACH,Normal,,6,1,13000
2868576,TRANSAM FREIGHT LINES INC,FL,LEE,Normal,,6,1,13000
2872017,MAJESTIC HOME DELIVERY INCORPORATED,FL,HILLSBOROUGH,Normal,,6,1,13000
2872068,H & H VAN LINE INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2872068,H & H VAN LINE INC,FL,MIAMI-DADE,High Risk,,6,1,15500
2872474,US SOUTH FLORIDA TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,6,1,15500
2873855,GFM TRANSPORT INCORPORATED,FL,POLK,Normal,,6,1,13000
2874417,BAMENDA EXPRESS INC,FL,PASCO,Normal,,6,1,13000
2875435,R G B LOGISTICS L L C,FL,NASSAU,Normal,,6,1,13000
2880999,MKM CLASSIC TRUCKING LLC,FL,BROWARD,Normal,,6,1,13000
2881026,F G EXPRESS LLC,NJ,HUDSON,Normal,,6,1,13000
2882885,CHC TRANSPORTATION INC,FL,MARION,Normal,,6,1,13000
2889252,RED ONE LOGISTIC CORPORATION,FL,DUVAL,Normal,,6,1,13000
2891024,EEC TRANSPORT LLC,FL,COLLIER,Normal,,6,1,13000
2891026,DTD TRUCKING LLC,FL,ORANGE,Normal,,6,1,13000
2891056,KIDI TRANSPORTATION INC,FL,DUVAL,Normal,,6,1,13000
2896498,SPATES TRANSPORT LLC,FL,JACKSON,Normal,,6,1,13000
2896947,JPAMP AUTO TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,6,1,15500
2901829,BAYGULF TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,6,1,13000
2901842,RIGNACK TRANSPORT LLC,FL,COLLIER,Normal,,6,1,13000
2902288,FBJ EXPRESS LLC,FL,MIAMI-DADE,High Risk,,5,1,17500
2903156,WOOSTER CUSTOM TRANSPORT INC,FL,PALM BEACH,Normal,,5,1,15000
2903521,TLC TRANSPORTATION LLC,FL,ORANGE,Normal,,5,1,15000
2903563,ROAD STATE TRANSPORT LLC,FL,LAKE,Normal,,5,1,15000
2906168,ENTERPRISES MR INC,FL,MIAMI-DADE,High Risk,,5,1,17500
2907468,FELIPE FLORES-DUENEZ,FL,HILLSBOROUGH,Normal,,5,1,15000
2907961,AAI EXPRESS INC,FL,LEE,Normal,,5,1,15000
2907975,GREAT DANE TRANSPORT LLC,FL,BROWARD,Normal,,5,1,15000
2908166,PALM COAST EXPRESS LLC,FL,VOLUSIA,Normal,,5,1,15000
2908998,FOUR POINTS LOGISTICS INC,FL,CLAY,Normal,,5,1,15000
2909407,LIMITLESS AUTO TRANSPORT LLC,FL,BROWARD,Normal,,5,1,15000
2909940,KSCR LOGISTICS LLC,FL,POLK,Normal,,5,1,15000
2910766,PRINCETON LOGISTICS INC,FL,MIAMI-DADE,High Risk,,5,1,17500
2913747,B J C TRUCKING INC,FL,OSCEOLA,Normal,,5,1,15000
2920382,NEW EDGE TRANSPORT,FL,SARASOTA,Normal,,5,1,15000
2920516,WISDOM ONE LLC,FL,DUVAL,Normal,,5,1,15000
2923313,3 D R LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,5,1,17500
2927359,EASY BEST LLC,FL,MIAMI-DADE,High Risk,,5,1,17500
2927368,FREEDOM ENTERPRISE OF TEXAS LLC,FL,DUVAL,Normal,,5,1,15000
2927368,FREEDOM ENTERPRISE OF TEXAS LLC,FL,DUVAL,Normal,,5,1,15000
2934627,3J EXPRESS CORP,FL,MIAMI-DADE,High Risk,,5,1,17500
2934827,JOVA DELIVERIES INC,FL,BROWARD,Normal,,5,1,15000
2935339,JBSAN TRUCKING LLC,FL,PALM BEACH,Normal,,5,1,15000
2938438,GAR TRANSPORTATION LLC,FL,ORANGE,Normal,,5,1,15000
2939258,JTM TRANSPORT LLC,FL,ORANGE,Normal,,5,1,15000
2942360,JT FLORIDA TRUCKING,FL,LAKE,Normal,,5,1,15000
2943532,CROWNLINE ENTERPRISE LLC,FL,ORANGE,Normal,,5,1,15000
2943532,CROWNLINE ENTERPRISE LLC,FL,ORANGE,Normal,,5,1,15000
2947141,MM SPEED LLC,FL,BREVARD,Normal,,5,1,15000
2948298,Y & B LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,5,1,17500
2951969,ORLANDO MOVING COMPANY LLC,FL,SEMINOLE,Normal,,5,1,15000
2952782,HBB TRUCKING INC,FL,ORANGE,Normal,,5,1,15000
2954094,DAIRON TRANSPORT CORP,FL,OSCEOLA,Normal,,5,1,15000
2956014,RIKY PACIFIC TRANSPORT LLC,FL,DUVAL,Normal,,5,1,15000
2956182,MIKE AND SHIRLEY TRUCKING LLC,FL,MARION,Normal,,5,1,15000
2956832,GRACE EXPRESS CORP,FL,MIAMI-DADE,High Risk,,5,1,17500
